course,A,B,C,D,F,total,gpa,Q,professor,semester,year,college,department
CSCE-120,16,4,0,1,0,21,3.666,2,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,7,2,0,0,23,3.521,0,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,5,0,2,0,21,3.476,0,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,10,5,1,2,0,18,3.277,0,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,2,4,1,0,21,3.380,2,LEYK Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,22,1,0,0,0,23,3.956,0,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,19,5,0,0,0,24,3.791,0,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,18,5,0,0,0,23,3.782,0,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,20,1,1,1,0,23,3.739,1,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,14,6,3,0,0,23,3.478,1,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,20,3,0,0,0,23,3.869,0,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,13,5,1,1,1,21,3.333,1,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,19,3,0,0,1,23,3.695,1,BEIDEMAN C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-120,4,4,1,0,1,10,3.000,1,TRAN H ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-181,375,4,0,0,0,379,3.989,0,TYAGI A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-206,10,4,4,1,0,19,3.210,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-206,7,4,3,1,0,15,3.133,2,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-206,8,3,3,0,0,14,3.357,3,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,12,14,6,0,0,32,3.187,0,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,15,10,3,1,0,29,3.344,1,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,8,6,1,2,1,18,3.000,1,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,19,6,2,1,0,28,3.535,3,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,16,9,4,1,1,31,3.225,0,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,9,3,2,1,0,15,3.333,0,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,13,6,3,0,0,22,3.454,1,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,19,4,0,0,0,23,3.826,0,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,18,3,0,0,0,21,3.857,1,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,3,13,5,0,0,21,2.904,1,LEYK T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,3,2,2,0,0,7,3.142,0,GOKTAS U ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,13,8,5,1,0,27,3.222,4,LUPOLI S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,14,6,2,2,1,25,3.200,6,LUPOLI S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-221,21,8,0,0,0,29,3.724,0,LUPOLI S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,14,9,0,0,0,23,3.608,0,CHEN J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,55,34,9,0,0,98,3.469,1,CARLISLE M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,73,19,5,2,0,99,3.646,0,DAVIS T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,22,30,15,5,2,74,2.878,21,SHELL D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,3,4,1,0,0,8,3.250,0,BUDIMLIC Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,88,8,1,0,0,97,3.896,3,LUPOLI S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,88,9,1,1,0,99,3.858,1,LUPOLI S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-222,37,27,15,2,2,83,3.144,6,LEE H ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-310,15,1,0,0,0,16,3.937,0,CHU W ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-310,51,37,2,0,1,91,3.505,1,LUPOLI S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-310,77,2,0,0,0,79,3.974,0,CHU W ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,0,7,2,2,0,11,2.454,0,MAHAPATRA R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,9,9,3,1,1,23,3.043,0,MAHAPATRA R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,10,6,3,1,2,22,2.954,0,MAHAPATRA R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,10,8,3,1,0,22,3.227,1,MAHAPATRA R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,7,0,1,0,0,8,3.750,0,DUYSAK A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,23,9,2,0,0,34,3.617,0,TYAGI A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,19,9,3,1,0,32,3.437,1,TYAGI A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-312,20,10,3,0,0,33,3.515,1,TYAGI A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,8,3,0,0,0,11,3.727,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,11,2,0,0,0,13,3.846,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,18,6,0,0,0,24,3.750,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,14,6,2,1,0,23,3.434,1,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,23,1,0,0,0,24,3.958,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,21,3,0,0,0,24,3.875,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,21,2,1,0,0,24,3.833,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,22,1,1,0,0,24,3.875,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,22,2,0,0,0,24,3.916,0,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,5,17,2,0,0,24,3.125,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,9,10,4,0,0,23,3.217,1,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,10,8,5,0,1,24,3.083,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,3,12,6,0,1,22,2.727,1,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,8,13,3,0,0,24,3.208,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,5,16,2,0,0,23,3.130,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,11,10,3,0,0,24,3.333,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,6,17,0,0,1,24,3.125,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,8,6,4,0,0,18,3.222,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,9,10,2,0,0,21,3.333,2,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,7,14,3,0,0,24,3.166,0,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,5,15,3,0,0,23,3.086,1,KUMAR S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-313,10,4,1,0,0,15,3.600,0,HAWLEY D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-314,21,2,1,0,0,24,3.833,0,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-314,35,27,2,1,2,67,3.373,5,MAHMOOD M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-314,4,1,2,1,0,8,3.000,0,BUDIMLIC Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-314,22,40,8,1,0,71,3.169,0,LEE H ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-314,16,8,3,4,0,31,3.161,0,LEE H ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-320,31,22,14,1,1,69,3.128,9,GUTIERREZ-OSUNA R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,18,3,1,0,0,22,3.772,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,18,2,2,0,0,22,3.727,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,19,1,1,0,0,21,3.857,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,7,1,0,0,0,8,3.875,1,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,20,2,0,0,0,22,3.909,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,21,1,0,0,0,22,3.954,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,20,3,0,0,0,23,3.869,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,13,3,0,0,0,16,3.812,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,20,0,0,0,1,21,3.809,1,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,21,0,1,1,0,23,3.782,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,22,0,1,0,0,23,3.913,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,21,1,0,0,0,22,3.954,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,21,1,1,0,0,23,3.869,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,19,1,2,0,0,22,3.772,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,22,1,0,0,0,23,3.956,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,21,2,0,0,0,23,3.913,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,18,1,0,0,0,19,3.947,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,17,3,0,0,0,20,3.850,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,16,0,0,0,0,16,4.000,0,GOKTAS U ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-331,19,1,0,0,0,20,3.950,0,TAELE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-350,6,9,3,1,0,19,3.052,0,MUZAHID A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-350,8,7,3,0,0,18,3.277,2,MUZAHID A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-350,3,4,0,0,0,7,3.428,0,MUZAHID A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-350,4,0,3,0,0,7,3.142,0,MUZAHID A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-402,49,8,1,0,0,58,3.827,0,DEWITTE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-410,26,15,1,0,3,45,3.355,1,BETTATI R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-410,3,4,1,0,0,8,3.250,0,TRAN H ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-411,30,19,4,1,0,54,3.444,4,ZHOU S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-411,35,40,17,1,1,94,3.138,5,VELDT L ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-411,5,2,0,0,0,7,3.714,0,HAWLEY D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-412,13,2,0,0,1,16,3.625,0,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-412,55,25,3,0,0,83,3.626,1,LIGHTFOOT R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-420,28,29,21,0,0,78,3.089,6,IOERGER T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-420,8,11,5,0,1,25,3.000,1,MURPHY R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-421,21,19,2,1,1,44,3.318,5,YAN K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-421,52,22,1,1,2,78,3.551,12,YU H ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-430,9,0,2,0,0,11,3.636,0,GOKTAS U ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-431,6,3,0,0,0,9,3.666,0,WADE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-431,21,4,0,0,0,25,3.840,1,WADE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-431,10,5,1,0,1,17,3.352,0,WADE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-433,3,14,0,0,0,17,3.176,0,SZE S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-435,19,0,1,0,0,20,3.900,0,PEARCE O ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-435,86,17,5,1,1,110,3.690,1,PEARCE O ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-436,10,1,0,0,0,11,3.909,0,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-436,78,7,3,0,0,88,3.852,0,MOORE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-439,34,15,3,0,0,52,3.596,2,CARLISLE M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-440,21,4,0,0,0,25,3.840,0,KLAPPENECKER A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-441,4,4,0,0,0,8,3.500,0,KHADEMI KALANTARI N ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-441,25,34,0,4,5,68,3.029,7,KHADEMI KALANTARI N ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-441,12,5,0,0,0,17,3.705,0,DUYSAK A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-442,20,1,0,0,0,21,3.952,2,WANG W ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-447,8,0,0,0,0,8,4.000,0,MCNAMARA A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-449,16,16,6,0,1,39,3.179,3,PERLMAN R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-451,34,10,2,0,0,46,3.695,0,TSAI C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-452,6,7,3,0,3,19,2.684,2,O'KANE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-462,19,10,1,0,0,30,3.600,0,LIU J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-462,7,5,1,0,0,13,3.461,0,LIU J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-463,16,7,2,1,1,27,3.333,2,LOGUINOV D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-463,2,7,0,0,0,9,3.222,0,HAWLEY D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-464,4,2,0,0,0,6,3.666,0,STOLERU R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-464,19,18,4,2,1,44,3.181,3,STOLERU R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-465,9,9,2,0,0,20,3.350,2,GU G ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-465,59,3,0,0,0,62,3.951,0,SAXENA N ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-470,19,15,4,1,1,40,3.250,0,HUANG R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-477,44,3,0,1,0,48,3.875,0,DEWITTE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-481,264,36,28,1,1,330,3.700,12,WADE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-482,34,0,0,0,0,34,4.000,0,WADE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-482,18,10,0,0,0,28,3.642,0,RITCHEY P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-482,10,3,1,0,0,14,3.642,0,TESTA B ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-482,14,17,1,1,1,34,3.235,0,SHELL D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-482,6,0,0,0,0,6,4.000,0,DUYSAK A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-483,33,2,0,0,0,35,3.942,0,MAHAPATRA R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-489,4,2,0,0,0,6,3.666,2,HAMILTON J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-491,8,0,0,0,0,8,4.000,2,HAMMOND T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-491,5,0,0,0,0,5,4.000,0,DAVIS T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-491,9,0,0,0,0,9,4.000,1,HAMMOND T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-606,68,15,0,0,0,83,3.819,0,RITCHEY P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-606,22,8,1,0,0,31,3.677,0,RITCHEY P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-606,4,8,0,0,1,13,3.076,0,RITCHEY P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-611,48,17,0,0,0,65,3.738,2,BETTATI R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-611,11,5,0,0,0,16,3.687,1,BETTATI R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-612,12,4,0,0,3,19,2.727,0,LOGUINOV D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-614,61,27,2,0,1,91,3.615,0,KIM E ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-614,6,6,2,0,0,14,3.285,2,KIM E ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-616,89,4,1,1,0,95,3.905,1,HOUNGNINOU D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-624,36,0,0,0,0,36,4.000,0,HAMMOND T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-625,103,27,3,0,0,133,3.751,0,CHOE Y ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-625,24,8,0,0,3,35,3.428,1,CHOE Y ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-627,20,7,0,0,0,27,3.740,0,SZE S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-629,71,63,0,0,1,135,3.503,0,JIANG A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-629,19,17,0,0,0,36,3.527,0,JIANG A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-631,9,0,1,0,0,10,3.800,0,KUHNLE A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-633,82,33,10,1,0,126,3.527,1,MORTAZAVI B ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-633,10,6,1,0,1,18,3.333,0,MORTAZAVI B ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-634,47,1,0,0,0,48,3.979,0,SHIPMAN F ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-636,65,25,1,0,0,91,3.703,1,YANG T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-642,75,5,1,0,0,81,3.913,1,SHARON G ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-642,8,4,0,0,0,12,3.666,1,SHARON G ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-646,10,0,0,0,0,10,4.000,0,AKLEMAN E ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-649,17,7,0,0,0,24,3.708,0,KEYSER J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-652,4,2,0,0,0,6,3.666,0,TSAI C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-662,22,8,0,0,0,30,3.733,0,STOLERU R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-668,5,0,0,0,0,5,4.000,0,GARAY J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-679,6,2,0,0,0,8,3.750,1,MCNAMARA A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-685,10,0,0,0,0,10,4.000,0,WALKER D ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,8,3,1,0,0,12,3.583,0,CRAWFORD V ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,13,0,0,0,0,13,4.000,1,MURPHY R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,12,0,0,0,0,12,4.000,0,KIM J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,30,0,0,0,0,30,4.000,0,CAVERLEE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,4,1,0,0,0,5,3.800,0,NGUYEN K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,9,0,1,0,0,10,3.800,0,HUANG K ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,20,0,0,0,0,20,4.000,1,ZHANG C ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,12,0,0,0,0,12,4.000,0,ZHOU Y ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,21,0,0,0,0,21,4.000,0,TU Z ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,33,5,2,0,0,40,3.775,0,HUANG S ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,7,2,0,0,0,9,3.777,0,GALANTI T ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-689,7,1,0,0,0,8,3.875,0,KLAPPENECKER A ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-702,20,0,0,0,0,20,4.000,1,DEWITTE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-703,24,0,0,0,0,24,4.000,0,DEWITTE P ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-704,23,3,0,0,0,26,3.884,0,CARLISLE M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-704,8,2,0,0,0,10,3.800,0,BOTACIN M ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
