course,A,B,C,D,F,total,gpa,Q,professor,semester,year,college,department
CSCE-712,12,3,0,0,0,15,3.800,0,HAMILTON J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-735,118,10,1,0,0,129,3.906,0,SARIN V ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-735,34,1,0,0,0,35,3.971,2,SARIN V ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-749,11,3,0,0,0,14,3.785,0,PERLMAN R ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-752,16,5,2,1,0,24,3.500,0,O'KANE J ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-765,62,1,0,0,0,63,3.984,0,SAXENA N ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
CSCE-765,12,2,0,1,0,15,3.666,0,SAXENA N ,FALL,2024,ENGINEERING,COMPUTER SCIENCE & ENGINEERING
ECEN-214,1,10,2,1,0,14,2.785,1,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,4,5,3,2,1,15,2.600,1,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,5,6,2,1,1,15,2.866,0,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,0,4,0,1,1,6,2.166,0,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,5,5,3,2,0,15,2.866,0,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,4,8,1,1,0,14,3.071,2,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,6,4,3,0,0,13,3.230,2,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,3,6,6,0,0,15,2.800,1,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,8,2,4,1,1,16,2.937,0,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,4,6,5,0,0,15,2.933,0,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-214,4,6,4,0,1,15,2.800,1,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,6,21,4,1,0,32,3.000,0,XIONG Z ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,10,14,5,0,2,31,2.967,1,XIONG Z ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,4,16,10,0,0,30,2.800,1,XIONG Z ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,9,13,5,0,1,28,3.035,0,JOHNSON M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,24,6,0,0,0,30,3.800,0,JOHNSON M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,14,11,4,0,0,29,3.344,0,JOHNSON M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,8,12,9,1,0,30,2.900,2,JOHNSON M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,17,8,3,1,0,29,3.413,1,JOHNSON M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,2,13,12,0,1,28,2.535,4,JOHNSON M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,24,5,3,0,0,32,3.656,0,HEMMER P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,14,11,6,0,0,31,3.258,1,HEMMER P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,22,8,1,0,0,31,3.677,0,HEMMER P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,13,12,4,1,0,30,3.233,1,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,6,10,3,1,0,20,3.050,0,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-215,4,1,4,1,1,11,2.545,1,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,12,4,0,0,0,16,3.750,0,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,2,10,2,0,0,14,3.000,1,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,5,8,1,1,0,15,3.133,1,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,4,8,3,0,1,16,2.875,0,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,11,4,0,1,0,16,3.562,0,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,7,4,2,0,0,13,3.384,3,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,9,4,2,0,0,15,3.466,0,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,6,7,1,0,0,14,3.357,1,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,6,8,2,0,0,16,3.250,0,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,5,8,2,0,0,15,3.200,1,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,8,4,2,2,0,16,3.125,0,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,6,9,0,0,0,15,3.400,0,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,8,6,1,1,0,16,3.312,0,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,6,8,1,0,0,15,3.333,1,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,4,6,2,4,0,16,2.625,0,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,6,4,3,0,1,14,3.000,2,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,7,6,2,0,0,15,3.333,1,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,7,7,0,1,0,15,3.333,1,CANTRELL P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,5,9,1,0,0,15,3.266,1,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,7,5,4,0,0,16,3.187,0,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,7,5,1,1,0,14,3.285,1,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,3,9,2,1,0,15,2.933,1,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,5,9,1,1,0,16,3.125,0,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,1,10,5,0,0,16,2.750,0,SHI W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,8,5,1,0,0,14,3.500,1,SPRINTSON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,5,9,1,0,0,15,3.266,0,SPRINTSON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,4,9,1,1,0,15,3.066,0,SPRINTSON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,4,11,0,0,0,15,3.266,0,SPRINTSON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,8,4,3,0,0,15,3.333,0,SPRINTSON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,6,7,2,0,0,15,3.266,0,SPRINTSON A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,11,4,0,0,0,15,3.733,1,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,12,3,1,0,0,16,3.687,0,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,12,3,1,0,0,16,3.687,0,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,8,4,3,0,0,15,3.333,1,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-248,11,3,2,0,0,16,3.562,0,TYLER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-250,6,6,0,0,0,12,3.500,0,MANISSERI KALATHIL ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-250,8,11,2,0,2,23,3.000,1,MANISSERI KALATHIL ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-250,8,8,1,0,1,18,3.222,0,MANISSERI KALATHIL ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-303,22,43,10,3,0,78,3.076,7,MANISSERI KALATHIL ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-303,35,56,4,0,0,95,3.326,0,BRAGA NETO U ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-314,14,1,0,0,0,15,3.933,0,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-314,24,22,26,4,2,78,2.794,4,MILLER S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-314,27,40,5,1,0,73,3.273,2,SHEN Y ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-314,39,28,27,3,2,99,3.000,1,NARAYANAN K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-314,24,37,30,6,0,97,2.814,0,RIGHETTI R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-314,36,19,5,0,2,62,3.403,1,ISKANDER M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-322,7,3,0,0,0,10,3.700,0,ISKANDER M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-322,40,35,9,1,0,85,3.341,1,ISKANDER M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-322,17,18,34,3,2,74,2.608,19,NEVELS R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-322,4,37,4,1,1,47,2.893,3,MICHALSKI K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,5,6,0,0,0,11,3.454,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,1,2,2,0,0,5,2.800,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,3,4,6,2,0,15,2.533,1,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,3,5,3,0,1,12,2.750,4,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,6,4,1,0,0,11,3.454,4,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,2,10,4,0,0,16,2.875,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,5,7,3,1,0,16,3.000,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,3,9,3,0,0,15,3.000,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,7,6,2,0,0,15,3.333,1,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,7,6,1,1,0,15,3.266,1,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,5,8,3,0,0,16,3.125,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,7,2,5,0,0,14,3.142,2,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,2,7,4,1,0,14,2.714,2,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,3,5,6,1,0,15,2.666,1,SILVA-MARTINEZ J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,3,8,4,0,0,15,2.933,0,SILVA-MARTINEZ J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,0,6,8,0,0,14,2.428,2,SILVA-MARTINEZ J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,1,7,5,1,0,14,2.571,2,SILVA-MARTINEZ J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,2,8,4,1,0,15,2.733,1,SILVA-MARTINEZ J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,2,9,2,1,0,14,2.857,2,SILVA-MARTINEZ J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-325,3,9,9,1,1,23,2.521,1,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-326,4,1,1,0,0,6,3.500,1,HOYOS S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-326,11,5,0,0,0,16,3.687,0,HOYOS S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-340,4,2,0,0,0,6,3.666,2,DAVIS K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-340,27,26,17,2,2,74,3.000,7,DAVIS K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-340,26,43,21,5,0,95,2.947,1,JANG W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,6,2,0,0,0,8,3.750,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,4,2,2,0,0,8,3.250,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,9,5,1,0,0,15,3.533,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,12,3,1,0,0,16,3.687,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,13,1,1,0,0,15,3.800,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,5,5,4,2,0,16,2.812,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,5,6,5,0,0,16,3.000,0,LU M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,11,3,0,1,0,15,3.600,1,GRATZ P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,13,2,1,0,0,16,3.750,0,GRATZ P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,16,0,0,0,0,16,4.000,0,GRATZ P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,9,6,0,0,1,16,3.375,0,GRATZ P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,10,5,1,0,0,16,3.562,0,GRATZ P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-350,6,7,3,0,0,16,3.187,0,GRATZ P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-360,19,27,1,0,1,48,3.312,0,NOWKA K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-370,13,25,22,1,0,61,2.819,2,WEICHOLD M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-370,23,37,25,3,2,90,2.844,0,ZOU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,17,28,4,0,0,49,3.265,0,LUSHER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,22,24,2,0,0,48,3.416,0,LUSHER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,13,29,3,0,0,45,3.222,1,LUSHER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,19,26,0,0,0,45,3.422,2,LUSHER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,9,31,7,0,1,48,2.979,0,LUSHER J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,4,2,0,0,0,6,3.666,0,KALAFATIS S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,5,0,0,0,0,5,4.000,0,RAJENDRAN J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-403,5,1,0,0,0,6,3.833,0,ENJETI P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-404,7,12,11,0,0,30,2.866,0,JANG W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-404,24,15,1,0,0,40,3.575,0,JANG W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-404,9,15,7,0,0,31,3.064,0,JANG W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-404,11,4,1,0,0,16,3.625,0,JANG W ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-414,5,0,0,0,0,5,4.000,0,HAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-414,3,2,0,0,0,5,3.600,0,HAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-414,5,1,0,0,0,6,3.833,0,HAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-414,7,0,0,0,0,7,4.000,0,HAN A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-415,6,10,9,0,1,26,2.769,0,BEGOVIC M ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-419,10,10,1,0,0,21,3.428,0,DATTA A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-420,23,26,18,4,1,72,2.916,3,DATTA A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-420,16,7,6,0,0,29,3.344,0,DATTA A ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-424,17,36,12,2,3,70,2.885,3,HOU I ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-425,8,23,2,0,1,34,3.088,2,MICHALSKI K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-426,42,3,2,1,1,49,3.714,1,RAJENDRAN J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-426,36,9,3,2,2,52,3.442,2,RAJENDRAN J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-427,50,31,7,0,1,89,3.449,0,LIU T ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-427,6,3,1,0,0,10,3.500,0,LIU T ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-438,2,6,2,0,0,10,3.000,0,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-438,4,4,3,0,0,11,3.090,0,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-438,4,1,4,0,0,9,3.000,2,BALOG R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-440,2,3,0,0,0,5,3.400,0,LIN P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-440,3,1,0,0,1,5,3.000,0,LIN P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-442,3,4,0,0,0,7,3.428,0,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-442,4,4,0,0,0,8,3.500,0,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-442,1,3,4,0,0,8,2.625,0,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-442,2,2,2,0,0,6,3.000,0,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-442,4,4,0,0,0,8,3.500,0,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-442,4,3,1,0,0,8,3.375,0,TOLIYAT H ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-444,23,5,5,1,0,34,3.470,6,XIONG Z ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-444,18,3,2,2,0,25,3.480,3,XIONG Z ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-447,11,9,7,0,0,27,3.148,0,RIGHETTI R ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-449,2,1,2,1,0,6,2.666,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-449,7,1,2,0,1,11,3.181,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-449,4,3,2,0,0,9,3.222,1,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-449,1,3,2,2,0,8,2.375,1,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-449,4,5,1,0,0,10,3.300,1,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-449,1,4,4,0,0,9,2.666,0,KHATRI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-451,11,24,3,0,0,38,3.210,5,WRIGHT S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-453,6,3,2,0,0,11,3.363,0,KATEHI-TSEREGOUNIS ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-453,7,9,3,0,0,19,3.210,0,KATEHI-TSEREGOUNIS ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-453,10,8,1,0,0,19,3.473,0,KATEHI-TSEREGOUNIS ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-453,9,9,0,0,0,18,3.500,0,KATEHI-TSEREGOUNIS ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-453,10,4,3,0,0,17,3.411,0,KATEHI-TSEREGOUNIS ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,7,4,0,0,0,11,3.636,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,3,4,4,0,0,11,2.909,1,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,4,5,2,0,0,11,3.181,1,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,2,6,3,0,0,11,2.909,1,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,2,5,3,0,0,10,2.900,1,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,5,3,2,0,1,11,3.000,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,5,5,1,0,0,11,3.363,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,4,4,2,0,0,10,3.200,1,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,4,3,1,0,0,8,3.375,2,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,5,6,1,0,0,12,3.333,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,3,4,2,0,1,10,2.800,1,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-454,3,7,1,0,0,11,3.181,0,CHOI S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-457,5,5,1,0,0,11,3.363,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-457,3,3,7,2,0,15,2.466,0,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-457,1,3,1,0,0,5,3.000,3,MOREIRA-TAMAYO O ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-459,9,2,0,0,1,12,3.500,0,BUTLER-PURRY K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-459,3,6,3,0,0,12,3.000,1,BUTLER-PURRY K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-459,6,3,2,0,0,11,3.363,1,BUTLER-PURRY K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-459,6,5,1,0,1,13,3.153,0,BUTLER-PURRY K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-459,4,2,2,0,1,9,2.888,0,BUTLER-PURRY K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-459,8,3,0,1,0,12,3.500,0,BUTLER-PURRY K ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-463,1,1,2,1,0,5,2.400,0,WRIGHT S ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-464,10,14,2,1,1,28,3.107,1,MADSEN C ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-466,25,1,4,0,0,30,3.700,0,KISH L ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-468,4,2,1,0,0,7,3.428,0,HU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-468,1,6,0,0,0,7,3.142,0,HU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-468,4,0,0,0,1,5,3.200,0,HU J ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
ECEN-470,3,4,0,0,1,8,3.000,0,RENTZEPIS P ,FALL,2024,ENGINEERING,ELECTRICAL & COMPUTER ENG
